대피장소명,세부위치명,수용인원,도로명주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
도계초등학교,체육관,1263,경상남도 창원시 의창구 하남천동길 10(도계동),35.259348,128.638538,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
명서초등학교,강당,1240,경상남도 창원시 의창구 명서로 21(명서동),35.250009,128.643322,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
사화초등학교,강당,727,경상남도 창원시 의창구 반계로80번길 7(팔용동),35.251945,128.616893,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
의창스포츠센터,체육관,1063,경상남도 창원시 의창구 원이대로56번길 11(도계동),35.256075,128.633506,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
삼진중학교,강당,1802,경상남도 창원시 마산합포구 진동면 성산길 51(진동리),35.114318,128.488221,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
성호초등학교,강당,1636,경상남도 창원시 마산합포구 성호동4길 21(성호동),35.208982,128.571883,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
마산합포스포츠센터,체육관,680,경상남도 창원시 마산합포구 드림베이대로 56(월영동),35.176508,128.567556,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
삼진체육관,체육관,1575,경상남도 창원시 마산합포구 진동면 삼진의거대로 440(신기리),35.11378,128.471319,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
구암초등학교,체육관,1389,경상남도 창원시 마산회원구 구암북19길 153(구암동),35.258213,128.595041,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
양덕초등학교,체육관,1358,경상남도 창원시 마산회원구 양덕동12길 86(양덕동),35.233716,128.587789,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
회원초등학교,체육관,1375,경상남도 창원시 마산회원구 회원남로 51(회원동),35.218918,128.566277,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
진해문화센터,체육관,4206,경상남도 창원시 진해구 진해대로 325(태백동),35.169564,128.659459,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
덕산초등학교,강당,677,경상남도 창원시 진해구 덕산로46번길15(자은동),35.145127,128.706517,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
웅천초등학교,강당,1076,경상남도 창원시 진해구 웅천동로33(남문동),35.10432,128.756201,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
안청초등학교,강당,778,경상남도 창원시 진해구 안골로 303(안골동),35.099706,128.806423,2021,화학사고,055-225-3533,경상남도 창원시 기후환경국 환경정책과,2021-09-30
사천체육관,실내체육관,1574,경상남도 사천시 사천읍 운동장길 7(수석리),35.088806,128.09322,2021,화학사고,055-831-2772,경상남도 사천시 문화관광수산국 환경보호과,2021-10-06
삼천포체육관,실내체육관,2723,경상남도 사천시 주공로 32-1(용강동),34.942788,128.087673,2021,화학사고,055-831-2772,경상남도 사천시 문화관광수산국 환경보호과,2021-10-06
삼성초등학교 강당,강당,505,경상남도 사천시 사남면 사남로 1074(죽천리),35.05431565,128.0742206,2021,화학사고,055-831-2772,경상남도 사천시 문화관광수산국 환경보호과,2021-10-06
수양초등학교 강당,강당,330,경상남도 사천시 사천읍 옥산로 60(평화리),35.07896584,128.0893119,2021,화학사고,055-831-2772,경상남도 사천시 문화관광수산국 환경보호과,2021-10-06
동성초등학교 강당,강당,1166,경상남도 사천시 정동면 동계길 45(고읍리),35.07614797,128.0868164,2021,화학사고,055-831-2772,경상남도 사천시 문화관광수산국 환경보호과,2021-10-06
사천초등학교 강당,강당,800,경상남도 사천시 사천읍 읍내로 59(선인리),35.08372685,128.0920581,2021,화학사고,055-831-2772,경상남도 사천시 문화관광수산국 환경보호과,2021-10-06
계동초등학교,교실 강당,3507,경상남도 김해시 계동로 96(대청동),35.18502281,128.7956492,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
금동초등학교,체육관,1543,경상남도 김해시 상동면 상동로 551-13(대감리),35.30902023,128.9300219,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
김해생명과학고등학교,교실 체육관 강당,3866,경상남도 김해시 금관대로 1239(외동),35.23690912,128.856115,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
내동중학교,강당,927,경상남도 김해시 평전로 135(내동),35.24135174,128.8581865,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
내동초등학교,교실 체육관,3151,경상남도 김해시 평전로 151(내동),35.24250269,128.8594817,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
대동면행정복지센터,본관,235,경상남도 김해시 대동면 대동로 610(초정리),35.2423107,128.9805049,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
대동초등학교,교실 급식소,3580,경상남도 김해시 대동면 대동로 613(초정리),35.243451,128.980188,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
대중초등학교,교실 급식소,545,경상남도 김해시 대동면 대동로 287(주동리),35.236827,128.949685,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
덕정초등학교,강당,635,경상남도 김해시 대청로 31(관동동),35.17793031,128.7986793,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
도요마을회관,본관,90,경상남도 김해시 생림면 안양로274번길 398-7(도요리),35.3847062,128.8643185,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
망천2구경로당,경로당,152,경상남도 김해시 한림면 김해대로1499번길 14-1(신천리),35.27816358,128.8371462,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
봉황초등학교,강당,663,경상남도 김해시 전하로198번길 5(전하동),35.22224809,128.8698604,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
삼계초등학교,교실 강당,4550,경상남도 김해시 가야로38번길 30(삼계동),35.26721879,128.8640522,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
상나전마을회관,본관,59,경상남도 김해시 생림면 나전로137번길 56(나전리),35.2995218,128.8713339,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
생림중학교,교실 체육관 강당,2264,경상남도 김해시 생림면 마사로 106(생철리),35.35335735,128.8497024,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
생림초등학교,교실,204,경상남도 김해시 생림면 봉림로 80-10(봉림리),35.33213602,128.8479922,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
시례마을회관,본관,236,경상남도 김해시 대동면 대동로417번길 84-4(예안리),35.24518641,128.9615262,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
신천마을회관,본관,144,경상남도 김해시 한림면 김해대로1433번길 17(신천리),35.278813,128.828817,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
신촌경로당,경로당,83,경상남도 김해시 한림면 한림로638번길 174-26(시산리),35.34869006,128.8018667,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
안명초등학교,체육관,330,경상남도 김해시 한림면 안하로 28(안하리),35.30454496,128.8283594,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
용산초등학교,교실,484,경상남도 김해시 상동면 여차로 610(여차리),35.35450443,128.9027422,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
이북초등학교,교실,480,경상남도 김해시 한림면 한림로 98-9(명동리),35.30297794,128.8098183,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
이작초등학교,교실,640,경상남도 김해시 생림면 마사로241번길 12(생철리),35.36113759,128.8374178,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
장재마을회관,본관,139,경상남도 김해시 한림면 장재로 191(안하리),35.32274354,128.816455,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
정촌마을회관,본관,112,경상남도 김해시 한림면 금곡로182번길 38(금곡리),35.34443557,128.8117755,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
칠산초등학교,체육관,1023,경상남도 김해시 칠산로413번길 16-2 (화목동),35.2096652,128.8520452,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
하사촌마을회관,본관,92,경상남도 김해시 생림면 하사촌1길 26-1(사촌리),35.32024169,128.86755,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
한림면행정복지센터,본관,2909,경상남도 김해시 한림면 한림로 369(장방리),35.32058161,128.8021747,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
한림중학교,교실,1196,경상남도 김해시 한림면 한림로365번길 33(장방리),35.32115313,128.7995462,2021,화학사고,055-330-2734,경상남도 김해시 환경국 환경정책과,2021-09-30
의령군종합사회복지관 및 국민체육센터,체육관 강의실 등,2212,경상남도 의령군 의령읍 의병로8길 44(서동리),35.31547348,128.2559628,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2019-06-03
가례초등학교,강당(급식소),581,경상남도 의령군 가례면 가례로 128(수성리),35.33310994,128.2468238,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2019-04-10
칠곡초등학교,강당,425,경상남도 의령군 칠곡면 칠곡로 59(외조리),35.3407876,128.1954944,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2019-04-01
대의초등학교,강당,399,경상남도 의령군 대의면 대의로 31-6(마쌍리),35.37141064,128.1084741,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2019-04-04
정곡초등학교,강당,556,경상남도 의령군 정곡면 법정로 937-6(중교리),35.37938046,128.3245357,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2019-04-05
동부사회복지관,프로그램실 등,210,경상남도 의령군 부림면 신번로 181(신반리),35.46954392,128.3247054,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2019-04-10
부림초등학교,강당,210,경상남도 의령군 부림면 대한로 1721(신반리),35.46571792,128.3209945,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2019-04-09
신일초등학교,강당,778,경상북도 김천시 신음3길 42(신음동),36.143577,128.120766,2021,화학사고,054-420-6779,경상북도 김천시 복지환경국 환경위생과,2023-08-18
김천시청 본관,본관,14924,경상북도 김천시 시청1길 1(신음동),36.140017,128.113719,2021,화학사고,054-420-6779,경상북도 김천시 복지환경국 환경위생과,2023-08-18
김천시청 식당동,식당동,1178,경상북도 김천시 시청1길 1(신음동),36.139917,128.113559,2021,화학사고,054-420-6779,경상북도 김천시 복지환경국 환경위생과,2023-08-18
김천상공회의소,본관,2334,경상북도 김천시 시청로 137(신음동),36.140766,128.117576,2021,화학사고,054-420-6779,경상북도 김천시 복지환경국 환경위생과,2023-08-18
김천평생교육원 강당,강당,1147,경상북도 김천시 공단2길 30-22(대광동),36.1435,128.13713,2021,화학사고,054-420-6779,경상북도 김천시 복지환경국 환경위생과,2023-08-18
김천평생교육원 본관동,본관동 강의실,1929,경상북도 김천시 공단2길 30-22(대광동),36.1433,128.13713,2021,화학사고,054-420-6779,경상북도 김천시 복지환경국 환경위생과,2023-08-18
아천초등학교,강당,1206,경상북도 김천시 어모면 어모문화1길 14(중왕리),36.17834309,128.1165276,2021,화학사고,054-420-6779,경상북도 김천시 복지환경국 환경위생과,2023-08-18
